exchangeDate,buyCash,sellCash,sendRemit,receiveRemit,buyForeignCheck,exchangeRate,previousComparison,rateGap,usdConversionRate
2017-08-10,1154.55,1114.85,1145.8,1123.6,1122.64,1134.7,9.3,3.07889,1.0
2017-08-09,1145.09,1105.71,1136.4,1114.4,1113.44,1125.4,1.9,3.08056,1.0
2017-08-08,1147.02,1107.58,1138.3,1116.3,1115.34,1127.3,1.9,3.07889,1.0
2017-08-07,1145.09,1105.71,1136.4,1114.4,1113.44,1125.4,2.2,3.07889,1.0
2017-08-04,1147.33,1107.87,1138.6,1116.6,1115.64,1127.6,4.4,3.08056,1.0
2017-08-03,1142.85,1103.55,1134.2,1112.2,1111.24,1123.2,5.2,3.08056,1.0
2017-08-02,1137.56,1098.44,1128.9,1107.1,1106.15,1118.0,3.9,3.08167,1.0
2017-08-01,1141.53,1102.27,1132.8,1111.0,1110.05,1121.9,2.8,3.08167,1.0
2017-07-31,1138.68,1099.52,1130.0,1108.2,1107.25,1119.1,6.6,3.08167,1.0
2017-07-28,1131.96,1093.04,1123.4,1101.6,1100.65,1112.5,7.8,3.08389,1.0
2017-07-27,1139.9,1100.7,1131.2,1109.4,1108.45,1120.3,4.2,3.08333,1.0
2017-07-26,1135.63,1096.57,1127.0,1105.2,1104.25,1116.1,0.0,3.08278,1.0
2017-07-25,1135.63,1096.57,1127.0,1105.2,1104.25,1116.1,5.1,3.08278,1.0
2017-07-24,1140.82,1101.58,1132.1,1110.3,1109.35,1121.2,3.7,3.08222,1.0
2017-07-21,1144.58,1105.22,1135.9,1113.9,1112.94,1124.9,3.1,3.07722,1.0
2017-07-20,1141.43,1102.17,1132.7,1110.9,1109.95,1121.8,4.5,3.07889,1.0
2017-07-19,1146.01,1106.59,1137.3,1115.3,1114.34,1126.3,1.9,3.07778,1.0
2017-07-18,1147.94,1108.46,1139.2,1117.2,1116.24,1128.2,7.8,3.07833,1.0
2017-07-17,1155.88,1116.12,1147.1,1124.9,1123.93,1136.0,1.5,3.07611,1.0
2017-07-14,1157.4,1117.6,1148.6,1126.4,1125.43,1137.5,8.1,3.07556,1.0
2017-07-13,1165.64,1125.56,1156.8,1134.4,1133.43,1145.6,4.5,3.07444,1.0
2017-07-12,1170.22,1129.98,1161.3,1138.9,1137.92,1150.1,0.2,3.07389,1.0
2017-07-11,1170.02,1129.78,1161.1,1138.7,1137.72,1149.9,5.9,3.07389,1.0
2017-07-10,1176.02,1135.58,1167.1,1144.5,1143.52,1155.8,2.3,3.07633,1.0
2017-07-07,1173.68,1133.32,1164.8,1142.2,1141.22,1153.5,4.2,3.07444,1.0
2017-07-06,1169.41,1129.19,1160.5,1138.1,1137.12,1149.3,0.0,3.07333,1.0
2017-07-05,1169.41,1129.19,1160.5,1138.1,1137.12,1149.3,4.3,3.07333,1.0
2017-07-04,1165.03,1124.97,1156.2,1133.8,1132.83,1145.0,1.0,3.07689,1.0
2017-07-03,1164.02,1123.98,1155.2,1132.8,1131.83,1144.0,4.4,3.07389,1.0
2017-06-30,1159.54,1119.66,1150.7,1128.5,1127.53,1139.6,2.1,3.07722,1.0
2017-06-29,1161.67,1121.73,1152.8,1130.6,1129.63,1141.7,5.3,3.07611,1.0
2017-06-28,1156.28,1116.52,1147.5,1125.3,1124.34,1136.4,1.2,3.07378,1.0
2017-06-27,1155.06,1115.34,1146.3,1124.1,1123.14,1135.2,4.9,3.07211,1.0
2017-06-26,1160.05,1120.15,1151.2,1129.0,1128.03,1140.1,0.7,3.07,1.0
2017-06-23,1160.76,1120.84,1151.9,1129.7,1128.73,1140.8,1.4,3.06611,1.0
2017-06-22,1162.18,1122.22,1153.3,1131.1,1130.13,1142.2,5.2,3.06556,1.0
2017-06-21,1156.89,1117.11,1148.1,1125.9,1124.94,1137.0,5.6,3.06556,1.0
2017-06-20,1151.19,1111.61,1142.4,1120.4,1119.44,1131.4,1.6,3.06389,1.0
2017-06-19,1152.82,1113.18,1144.1,1121.9,1120.94,1133.0,10.2,3.06222,1.0
2017-06-16,1142.44,1103.16,1133.8,1111.8,1110.85,1122.8,2.8,3.05944,1.0
2017-06-15,1145.29,1105.91,1136.6,1114.6,1113.66,1125.6,3.3,3.02167,1.0
2017-06-14,1148.65,1109.15,1139.9,1117.9,1116.96,1128.9,2.9,3.00889,1.0
2017-06-13,1145.7,1106.3,1137.0,1115.0,1114.07,1126.0,4.4,2.98933,1.0
2017-06-12,1141.22,1101.98,1132.5,1110.7,1109.78,1121.6,3.4,2.97711,1.0
2017-06-09,1144.68,1105.32,1136.0,1114.0,1113.08,1125.0,3.0,2.96711,1.0
2017-06-08,1141.63,1102.37,1132.9,1111.1,1110.19,1122.0,3.6,2.946,1.0
2017-06-07,1137.97,1098.83,1129.3,1107.5,1106.59,1118.4,2.5,2.93867,1.0
2017-06-05,1140.51,1101.29,1131.8,1110.0,1109.09,1120.9,0.5,2.93617,1.0
2017-06-02,1140.0,1100.8,1131.3,1109.5,1108.59,1120.4,1.4,2.92589,1.0
2017-06-01,1141.43,1102.17,1132.7,1110.9,1110.0,1121.8,2.1,2.91033,1.0
2017-05-31,1143.56,1104.24,1134.9,1112.9,1112.0,1123.9,3.8,2.9005,1.0
2017-05-30,1139.7,1100.5,1131.0,1109.2,1108.3,1120.1,0.6,2.89467,1.0
2017-05-29,1139.09,1099.91,1130.4,1108.6,1107.71,1119.5,1.5,2.89467,1.0
2017-05-26,1137.56,1098.44,1128.9,1107.1,1106.21,1118.0,8.6,2.89383,1.0
2017-05-25,1146.31,1106.89,1137.6,1115.6,1114.7,1126.6,6.0,2.88272,1.0
2017-05-24,1140.21,1100.99,1131.5,1109.7,1108.81,1120.6,3.5,2.87356,1.0
2017-05-23,1136.64,1097.56,1128.0,1106.2,1105.31,1117.1,10.4,2.87939,1.0
2017-05-22,1147.23,1107.77,1138.5,1116.5,1115.61,1127.5,2.3,2.86711,1.0
2017-05-19,1144.89,1105.51,1136.2,1114.2,1113.31,1125.2,6.8,2.85994,1.0
2017-05-18,1137.97,1098.83,1129.3,1107.5,1106.62,1118.4,0.7,2.85356,1.0
2017-05-17,1137.25,1098.15,1128.6,1106.8,1105.92,1117.7,7.7,2.84911,1.0
2017-05-16,1145.09,1105.71,1136.4,1114.4,1113.51,1125.4,1.4,2.85078,1.0
2017-05-15,1146.51,1107.09,1137.8,1115.8,1114.92,1126.8,3.6,2.84244,1.0
2017-05-12,1150.18,1110.62,1141.4,1119.4,1118.51,1130.4,4.1,2.83911,1.0
2017-05-11,1154.35,1114.65,1145.6,1123.4,1122.51,1134.5,2.1,2.83856,1.0
2017-05-10,1152.21,1112.59,1143.4,1121.4,1120.51,1132.4,0.3,2.83856,1.0
2017-05-08,1151.91,1112.29,1143.1,1121.1,1120.21,1132.1,1.4,2.84444,1.0
2017-05-04,1150.48,1110.92,1141.7,1119.7,1118.81,1130.7,2.7,2.84167,1.0
2017-05-02,1153.23,1113.57,1144.5,1122.3,1121.41,1133.4,3.3,2.845,1.0
2017-04-28,1149.87,1110.33,1141.1,1119.1,1118.21,1130.1,5.0,2.845,1.0
2017-04-27,1144.78,1105.42,1136.1,1114.1,1113.22,1125.1,5.4,2.84278,1.0
2017-04-26,1150.28,1110.72,1141.5,1119.5,1118.61,1130.5,1.2,2.84222,1.0
2017-04-25,1151.5,1111.9,1142.7,1120.7,1119.81,1131.7,4.9,2.84111,1.0
2017-04-24,1156.49,1116.71,1147.7,1125.5,1124.61,1136.6,4.8,2.84056,1.0
2017-04-21,1161.37,1121.43,1152.5,1130.3,1129.41,1141.4,1.6,2.83833,1.0
2017-04-20,1159.74,1119.86,1150.9,1128.7,1127.81,1139.8,1.9,2.84111,1.0
2017-04-19,1157.81,1117.99,1149.0,1126.8,1125.91,1137.9,1.4,2.84278,1.0
2017-04-18,1156.38,1116.62,1147.6,1125.4,1124.51,1136.5,2.3,2.84444,1.0
2017-04-17,1158.72,1118.88,1149.9,1127.7,1126.81,1138.8,6.9,2.84444,1.0
2017-04-14,1151.7,1112.1,1142.9,1120.9,1120.01,1131.9,13.3,2.84444,1.0
2017-04-13,1165.24,1125.16,1156.4,1134.0,1133.1,1145.2,0.6,2.84389,1.0
2017-04-12,1165.85,1125.75,1157.0,1134.6,1133.7,1145.8,4.2,2.84,1.0
2017-04-11,1161.57,1121.63,1152.7,1130.5,1129.61,1141.6,7.0,2.83833,1.0
2017-04-10,1154.45,1114.75,1145.7,1123.5,1122.61,1134.6,3.6,2.84,1.0
2017-04-07,1150.79,1111.21,1142.0,1120.0,1119.11,1131.0,7.0,2.83944,1.0
2017-04-06,1143.67,1104.33,1135.0,1113.0,1112.12,1124.0,5.1,2.83556,1.0
2017-04-05,1138.48,1099.32,1129.8,1108.0,1107.12,1118.9,5.1,2.83611,1.0
2017-04-04,1133.29,1094.31,1124.7,1102.9,1102.03,1113.8,5.5,2.83333,1.0
2017-04-03,1138.88,1099.72,1130.2,1108.4,1107.52,1119.3,3.2,2.83278,1.0
2017-03-31,1135.63,1096.57,1127.0,1105.2,1104.33,1116.1,2.1,2.83278,1.0
2017-03-30,1133.49,1094.51,1124.9,1103.1,1102.23,1114.0,1.5,2.83222,1.0
2017-03-29,1131.96,1093.04,1123.4,1101.6,1100.73,1112.5,1.7,2.83222,1.0
2017-03-28,1133.69,1094.71,1125.1,1103.3,1102.43,1114.2,8.5,2.83222,1.0
2017-03-27,1142.34,1103.06,1133.7,1111.7,1110.82,1122.7,2.7,2.83278,1.0
2017-03-24,1139.6,1100.4,1130.9,1109.1,1108.22,1120.0,3.8,2.83167,1.0
2017-03-23,1143.46,1104.14,1134.8,1112.8,1111.92,1123.8,6.3,2.83389,1.0
2017-03-22,1137.05,1097.95,1128.4,1106.6,1105.73,1117.5,7.0,2.82722,1.0
2017-03-21,1144.17,1104.83,1135.5,1113.5,1112.62,1124.5,6.9,2.82722,1.0
2017-03-20,1151.19,1111.61,1142.4,1120.4,1119.52,1131.4,0.3,2.82611,1.0
2017-03-17,1151.5,1111.9,1142.7,1120.7,1119.82,1131.7,14.6,2.82833,1.0
2017-03-16,1166.36,1126.24,1157.5,1135.1,1134.22,1146.3,1.0,2.79278,1.0
2017-03-15,1167.37,1127.23,1158.5,1136.1,1135.22,1147.3,0.4,2.77833,1.0
2017-03-14,1167.78,1127.62,1158.9,1136.5,1135.63,1147.7,10.5,2.76222,1.0
2017-03-13,1178.46,1137.94,1169.5,1146.9,1146.02,1158.2,2.1,2.74056,1.0
2017-03-10,1176.33,1135.87,1167.4,1144.8,1143.93,1156.1,9.5,2.73139,1.0
2017-03-09,1166.66,1126.54,1157.8,1135.4,1134.54,1146.6,4.6,2.70778,1.0
2017-03-08,1171.34,1131.06,1162.4,1140.0,1139.14,1151.2,4.9,2.70444,1.0
2017-03-07,1176.33,1135.87,1167.4,1144.8,1143.94,1156.1,3.4,2.69667,1.0
2017-03-06,1172.87,1132.53,1163.9,1141.5,1140.65,1152.7,10.7,2.68444,1.0
2017-03-03,1161.98,1122.02,1153.1,1130.9,1130.05,1142.0,9.7,2.68,1.0
2017-03-02,1152.11,1112.49,1143.3,1121.3,1120.47,1132.3,0.2,2.66056,1.0
2017-02-28,1151.91,1112.29,1143.1,1121.1,1120.28,1132.1,1.1,2.63444,1.0
2017-02-27,1150.79,1111.21,1142.0,1120.0,1119.18,1131.0,7.8,2.63056,1.0
2017-02-24,1158.72,1118.88,1149.9,1127.7,1126.87,1138.8,2.1,2.62833,1.0
2017-02-23,1160.86,1120.94,1152.0,1129.8,1128.97,1140.9,5.9,2.62944,1.0
2017-02-22,1166.86,1126.74,1158.0,1135.6,1134.77,1146.8,0.8,2.62944,1.0
2017-02-21,1167.68,1127.52,1158.8,1136.4,1135.57,1147.6,2.3,2.62722,1.0
2017-02-20,1165.34,1125.26,1156.5,1134.1,1133.27,1145.3,6.4,2.62944,1.0
2017-02-17,1158.83,1118.97,1150.0,1127.8,1126.97,1138.9,2.7,2.63056,1.0
2017-02-16,1161.57,1121.63,1152.7,1130.5,1129.67,1141.6,2.9,2.62222,1.0
2017-02-15,1164.52,1124.48,1155.7,1133.3,1132.47,1144.5,7.4,2.62,1.0
2017-02-14,1172.05,1131.75,1163.1,1140.7,1139.87,1151.9,0.5,2.62,1.0
2017-02-13,1171.54,1131.26,1162.6,1140.2,1139.37,1151.4,5.7,2.62111,1.0
2017-02-10,1165.74,1125.66,1156.9,1134.5,1133.67,1145.7,0.3,2.62056,1.0
2017-02-09,1165.44,1125.36,1156.6,1134.2,1133.37,1145.4,3.3,2.62167,1.0
2017-02-08,1162.08,1122.12,1153.2,1131.0,1130.17,1142.1,4.4,2.62278,1.0
2017-02-07,1157.6,1117.8,1148.8,1126.6,1125.78,1137.7,9.1,2.62528,1.0
2017-02-06,1166.86,1126.74,1158.0,1135.6,1134.77,1146.8,2.4,2.62556,1.0
2017-02-03,1169.31,1129.09,1160.4,1138.0,1137.17,1149.2,6.0,2.62667,1.0
2017-02-02,1175.41,1134.99,1166.5,1143.9,1143.06,1155.2,10.3,2.63,1.0
2017-02-01,1185.89,1145.11,1176.9,1154.1,1153.25,1165.5,7.7,2.62944,1.0
2017-01-31,1178.06,1137.54,1169.1,1146.5,1145.66,1157.8,8.4,2.63,1.0
2017-01-26,1186.6,1145.8,1177.6,1154.8,1153.95,1166.2,2.6,2.62611,1.0
2017-01-25,1183.96,1143.24,1175.0,1152.2,1151.36,1163.6,3.1,2.62333,1.0
2017-01-24,1187.11,1146.29,1178.1,1155.3,1154.46,1166.7,5.8,2.62111,1.0
2017-01-23,1193.01,1151.99,1183.9,1161.1,1160.25,1172.5,4.6,2.62528,1.0
2017-01-20,1197.69,1156.51,1188.6,1165.6,1164.75,1177.1,11.5,2.62639,1.0
2017-01-19,1185.99,1145.21,1177.0,1154.2,1153.36,1165.6,15.3,2.62667,1.0
2017-01-18,1201.56,1160.24,1192.4,1169.4,1168.55,1180.9,0.4,2.61944,1.0
2017-01-17,1201.15,1159.85,1192.0,1169.0,1168.15,1180.5,2.8,2.61778,1.0
2017-01-16,1198.3,1157.1,1189.2,1166.2,1165.35,1177.7,5.1,2.61833,1.0
2017-01-13,1203.49,1162.11,1194.3,1171.3,1170.45,1182.8,13.6,2.61722,1.0
2017-01-12,1217.33,1175.47,1208.1,1184.7,1183.84,1196.4,2.3,2.61722,1.0
2017-01-11,1219.67,1177.73,1210.4,1187.0,1186.13,1198.7,6.8,2.615,1.0
2017-01-10,1226.59,1184.41,1217.3,1193.7,1192.83,1205.5,16.4,2.61333,1.0
2017-01-09,1209.9,1168.3,1200.7,1177.5,1176.64,1189.1,2.5,2.61333,1.0
2017-01-06,1212.45,1170.75,1203.2,1180.0,1179.14,1191.6,15.1,2.61556,1.0
2017-01-05,1227.81,1185.59,1218.5,1194.9,1194.03,1206.7,0.5,2.61556,1.0
2017-01-04,1227.3,1185.1,1218.0,1194.4,1193.53,1206.2,1.6,2.62333,1.0
2017-01-03,1228.93,1186.67,1219.6,1196.0,1195.13,1207.8,0.7,2.62167,1.0
2017-01-02,1229.64,1187.36,1220.3,1196.7,1195.83,1208.5,0.0,2.62167,1.0
2016-12-30,1229.64,1187.36,1220.3,1196.7,1195.83,1208.5,0.9,2.62111,1.0
2016-12-29,1228.73,1186.47,1219.4,1195.8,1194.93,1207.6,2.3,2.62,1.0
2016-12-28,1226.39,1184.21,1217.1,1193.5,1192.63,1205.3,5.9,2.61111,1.0
2016-12-27,1220.38,1178.42,1211.1,1187.7,1186.84,1199.4,3.5,2.61111,1.0
2016-12-26,1223.95,1181.85,1214.6,1191.2,1190.33,1202.9,4.9,2.61111,1.0
2016-12-23,1218.96,1177.04,1209.7,1186.3,1185.44,1198.0,3.8,2.60611,1.0
2016-12-22,1215.09,1173.31,1205.9,1182.5,1181.64,1194.2,3.0,2.605,1.0
2016-12-21,1212.04,1170.36,1202.8,1179.6,1178.75,1191.2,4.8,2.599,1.0
2016-12-20,1207.16,1165.64,1198.0,1174.8,1173.95,1186.4,3.0,2.594,1.0
2016-12-19,1204.1,1162.7,1194.9,1171.9,1171.05,1183.4,3.3,2.589,1.0
2016-12-16,1200.75,1159.45,1191.6,1168.6,1167.76,1180.1,11.8,2.58622,1.0
2016-12-15,1188.74,1147.86,1179.7,1156.9,1156.08,1168.3,2.8,2.55728,1.0
2016-12-14,1185.89,1145.11,1176.9,1154.1,1153.28,1165.5,4.7,2.55389,1.0
2016-12-13,1190.67,1149.73,1181.6,1158.8,1157.98,1170.2,4.0,2.54472,1.0
2016-12-12,1186.6,1145.8,1177.6,1154.8,1153.99,1166.2,7.1,2.53,1.0
2016-12-09,1179.38,1138.82,1170.4,1147.8,1147.0,1159.1,10.3,2.51389,1.0
2016-12-08,1189.86,1148.94,1180.8,1158.0,1157.19,1169.4,0.1,2.50417,1.0
2016-12-07,1189.96,1149.04,1180.9,1158.1,1157.29,1169.5,4.3,2.49889,1.0
2016-12-06,1194.34,1153.26,1185.3,1162.3,1161.49,1173.8,3.3,2.50194,1.0
2016-12-05,1190.98,1150.02,1181.9,1159.1,1158.29,1170.5,2.1,2.49667,1.0
2016-12-02,1193.12,1152.08,1184.0,1161.2,1160.4,1172.6,4.6,2.4845,1.0
2016-12-01,1188.44,1147.56,1179.4,1156.6,1155.8,1168.0,0.5,2.47367,1.0
2016-11-30,1188.94,1148.06,1179.9,1157.1,1156.3,1168.5,1.8,2.46672,1.0
2016-11-29,1190.78,1149.82,1181.7,1158.9,1158.11,1170.3,8.6,2.45561,1.0
2016-11-28,1199.53,1158.27,1190.4,1167.4,1166.6,1178.9,3.5,2.45589,1.0
2016-11-25,1203.09,1161.71,1193.9,1170.9,1170.1,1182.4,7.5,2.45256,1.0
2016-11-24,1195.46,1154.34,1186.4,1163.4,1162.61,1174.9,0.6,2.442,1.0
2016-11-23,1196.07,1154.93,1187.0,1164.0,1163.21,1175.5,8.1,2.43422,1.0
2016-11-22,1204.31,1162.89,1195.1,1172.1,1171.31,1183.6,1.3,2.41778,1.0
2016-11-21,1202.99,1161.61,1193.8,1170.8,1170.01,1182.3,7.9,2.416,1.0
2016-11-18,1194.95,1153.85,1185.9,1162.9,1162.12,1174.4,7.2,2.41178,1.0
2016-11-17,1187.62,1146.78,1178.6,1155.8,1155.03,1167.2,1.6,2.40456,1.0
2016-11-16,1189.25,1148.35,1180.2,1157.4,1156.63,1168.8,1.0,2.40011,1.0
2016-11-15,1190.27,1149.33,1181.2,1158.4,1157.63,1169.8,5.4,2.39206,1.0
2016-11-14,1184.77,1144.03,1175.8,1153.0,1152.23,1164.4,13.4,2.38817,1.0
2016-11-11,1171.14,1130.86,1162.2,1139.8,1139.04,1151.0,5.2,2.38817,1.0
2016-11-10,1165.85,1125.75,1157.0,1134.6,1133.85,1145.8,8.3,2.38644,1.0
2016-11-09,1157.4,1117.6,1148.6,1126.4,1125.65,1137.5,4.1,2.387,1.0
2016-11-08,1161.57,1121.63,1152.7,1130.5,1129.75,1141.6,1.8,2.38533,1.0
2016-11-07,1163.4,1123.4,1154.6,1132.2,1131.45,1143.4,2.8,2.38533,1.0
2016-11-04,1160.56,1120.64,1151.7,1129.5,1128.75,1140.6,8.1,2.38256,1.0
2016-11-03,1168.8,1128.6,1159.9,1137.5,1136.75,1148.7,6.9,2.382,1.0
2016-11-02,1161.78,1121.82,1152.9,1130.7,1129.95,1141.8,2.8,2.38044,1.0
2016-11-01,1164.63,1124.57,1155.8,1133.4,1132.65,1144.6,0.6,2.38378,1.0
2016-10-31,1165.24,1125.16,1156.4,1134.0,1133.25,1145.2,5.0,2.38267,1.0
2016-10-28,1160.15,1120.25,1151.3,1129.1,1128.35,1140.2,7.8,2.38433,1.0
2016-10-27,1152.21,1112.59,1143.4,1121.4,1120.66,1132.4,4.1,2.38478,1.0
2016-10-26,1156.38,1116.62,1147.6,1125.4,1124.65,1136.5,2.0,2.38589,1.0
2016-10-25,1154.35,1114.65,1145.6,1123.4,1122.65,1134.5,0.0,2.384,1.0
2016-10-24,1154.35,1114.65,1145.6,1123.4,1122.65,1134.5,10.5,2.384,1.0
2016-10-21,1143.67,1104.33,1135.0,1113.0,1112.26,1124.0,1.2,2.374,1.0
2016-10-20,1142.44,1103.16,1133.8,1111.8,1111.06,1122.8,9.5,2.37456,1.0
2016-10-19,1152.11,1112.49,1143.3,1121.3,1120.56,1132.3,8.0,2.37567,1.0
2016-10-18,1160.25,1120.35,1151.4,1129.2,1128.45,1140.3,7.4,2.37789,1.0
2016-10-17,1152.72,1113.08,1144.0,1121.8,1121.05,1132.9,2.4,2.38567,1.0
2016-10-14,1150.28,1110.72,1141.5,1119.5,1118.76,1130.5,7.2,2.38456,1.0
2016-10-13,1142.95,1103.65,1134.3,1112.3,1111.56,1123.3,6.1,2.38456,1.0
2016-10-12,1136.75,1097.65,1128.1,1106.3,1105.57,1117.2,6.2,2.38067,1.0
2016-10-11,1130.44,1091.56,1121.8,1100.2,1099.47,1111.0,4.7,2.37956,1.0
2016-10-10,1135.22,1096.18,1126.6,1104.8,1104.07,1115.7,4.4,2.379,1.0
2016-10-07,1130.74,1091.86,1122.1,1100.5,1099.77,1111.3,2.5,2.37956,1.0
2016-10-06,1133.29,1094.31,1124.7,1102.9,1102.17,1113.8,8.7,2.37567,1.0
2016-10-05,1124.43,1085.77,1115.9,1094.3,1093.58,1105.1,3.1,2.37722,1.0
2016-10-04,1121.28,1082.72,1112.7,1091.3,1090.58,1102.0,5.7,2.37833,1.0
2016-09-30,1115.48,1077.12,1107.0,1085.6,1084.88,1096.3,0.6,2.37722,1.0
2016-09-29,1114.87,1076.53,1106.4,1085.0,1084.28,1095.7,7.8,2.37438,1.0
2016-09-28,1122.81,1084.19,1114.3,1092.7,1091.98,1103.5,3.4,2.37667,1.0
2016-09-27,1126.27,1087.53,1117.7,1096.1,1095.38,1106.9,2.7,2.37444,1.0
2016-09-26,1123.52,1084.88,1115.0,1093.4,1092.68,1104.2,1.1,2.37222,1.0
2016-09-23,1122.4,1083.8,1113.9,1092.3,1091.58,1103.1,13.7,2.37528,1.0
2016-09-22,1136.34,1097.26,1127.7,1105.9,1105.16,1116.8,2.7,2.39633,1.0
2016-09-21,1139.09,1099.91,1130.4,1108.6,1107.86,1119.5,0.5,2.39306,1.0
2016-09-20,1139.6,1100.4,1130.9,1109.1,1108.36,1120.0,7.7,2.38617,1.0
2016-09-19,1131.76,1092.84,1123.2,1101.4,1100.67,1112.3,1.7,2.38178,1.0
2016-09-13,1130.03,1091.17,1121.4,1099.8,1099.07,1110.6,11.1,2.37772,1.0
2016-09-12,1118.74,1080.26,1110.2,1088.8,1088.08,1099.5,6.3,2.37689,1.0
2016-09-09,1112.33,1074.07,1103.9,1082.5,1081.79,1093.2,0.0,2.36822,1.0
2016-09-08,1112.33,1074.07,1103.9,1082.5,1081.79,1093.2,11.8,2.36322,1.0
2016-09-07,1124.33,1085.67,1115.8,1094.2,1093.48,1105.0,3.2,2.36656,1.0
2016-09-06,1127.59,1088.81,1119.0,1097.4,1096.68,1108.2,9.4,2.36933,1.0
2016-09-05,1137.15,1098.05,1128.5,1106.7,1105.97,1117.6,1.7,2.37572,1.0
2016-09-02,1138.88,1099.72,1130.2,1108.4,1107.67,1119.3,1.9,2.37294,1.0
2016-09-01,1136.95,1097.85,1128.3,1106.5,1105.77,1117.4,1.1,2.37489,1.0
2016-08-31,1138.07,1098.93,1129.4,1107.6,1106.87,1118.5,6.7,2.37322,1.0
2016-08-30,1144.89,1105.51,1136.2,1114.2,1113.46,1125.2,11.3,2.37439,1.0
2016-08-29,1133.39,1094.41,1124.8,1103.0,1102.27,1113.9,5.1,2.37439,1.0
2016-08-26,1138.58,1099.42,1129.9,1108.1,1107.37,1119.0,2.6,2.37383,1.0
2016-08-25,1141.22,1101.98,1132.5,1110.7,1109.97,1121.6,4.2,2.36994,1.0
2016-08-24,1136.95,1097.85,1128.3,1106.5,1105.77,1117.4,7.9,2.37439,1.0
2016-08-23,1144.99,1105.61,1136.3,1114.3,1113.56,1125.3,10.1,2.37217,1.0
2016-08-22,1134.71,1095.69,1126.1,1104.3,1103.57,1115.2,8.8,2.37106,1.0
2016-08-19,1125.76,1087.04,1117.2,1095.6,1094.88,1106.4,4.1,2.36244,1.0
2016-08-18,1121.59,1083.01,1113.1,1091.5,1090.78,1102.3,7.3,2.36411,1.0
2016-08-17,1114.16,1075.84,1105.7,1084.3,1083.59,1095.0,6.1,2.35744,1.0
2016-08-16,1120.36,1081.84,1111.8,1090.4,1089.68,1101.1,2.5,2.35744,1.0
2016-08-12,1117.82,1079.38,1109.3,1087.9,1087.19,1098.6,2.5,2.35765,1.0
2016-08-11,1115.28,1076.92,1106.8,1085.4,1084.68,1096.1,11.1,2.36765,1.0
2016-08-10,1126.57,1087.83,1118.0,1096.4,1095.68,1107.2,5.5,2.36315,1.0
2016-08-09,1132.17,1093.23,1123.6,1101.8,1101.08,1112.7,1.4,2.3619,1.0
2016-08-08,1130.74,1091.86,1122.1,1100.5,1099.78,1111.3,2.5,2.3539,1.0
2016-08-05,1133.29,1094.31,1124.7,1102.9,1102.18,1113.8,0.2,2.3484,1.0
2016-08-04,1133.49,1094.51,1124.9,1103.1,1102.38,1114.0,5.1,2.3469,1.0
2016-08-03,1128.3,1089.5,1119.7,1098.1,1097.38,1108.9,2.1,2.3439,1.0
2016-08-02,1130.44,1091.56,1121.8,1100.2,1099.48,1111.0,11.4,2.3439,1.0
2016-08-01,1142.04,1102.76,1133.3,1111.5,1110.77,1122.4,3.3,2.3459,1.0
2016-07-29,1145.39,1106.01,1136.7,1114.7,1113.97,1125.7,8.4,2.3439,1.0
2016-07-28,1153.94,1114.26,1145.2,1123.0,1122.27,1134.1,4.3,2.34565,1.0
2016-07-27,1158.32,1118.48,1149.5,1127.3,1126.56,1138.4,1.5,2.34265,1.0
2016-07-26,1156.79,1117.01,1148.0,1125.8,1125.07,1136.9,1.9,2.3409,1.0
2016-07-25,1154.86,1115.14,1146.1,1123.9,1123.17,1135.0,5.2,2.3404,1.0
2016-07-22,1160.15,1120.25,1151.3,1129.1,1128.36,1140.2,0.6,2.3379,1.0
2016-07-21,1160.76,1120.84,1151.9,1129.7,1128.96,1140.8,2.4,2.3374,1.0
2016-07-20,1158.32,1118.48,1149.5,1127.3,1126.57,1138.4,2.1,2.3353,1.0
2016-07-19,1156.18,1116.42,1147.4,1125.2,1124.47,1136.3,3.6,2.33655,1.0
2016-07-18,1152.52,1112.88,1143.8,1121.6,1120.87,1132.7,9.1,2.3333,1.0
2016-07-15,1161.78,1121.82,1152.9,1130.7,1129.97,1141.8,3.9,2.3321,1.0
2016-07-14,1165.74,1125.66,1156.9,1134.5,1133.76,1145.7,3.6,2.33135,1.0
2016-07-13,1169.41,1129.19,1160.5,1138.1,1137.36,1149.3,1.5,2.32935,1.0
2016-07-12,1167.88,1127.72,1159.0,1136.6,1135.86,1147.8,11.4,2.32785,1.0
2016-07-11,1179.48,1138.92,1170.5,1147.9,1147.16,1159.2,2.6,2.3258,1.0
2016-07-08,1176.84,1136.36,1167.9,1145.3,1144.56,1156.6,9.2,2.3243,1.0
2016-07-07,1186.2,1145.4,1177.2,1154.4,1153.65,1165.8,12.8,2.32255,1.0
2016-07-06,1173.17,1132.83,1164.2,1141.8,1141.06,1153.0,4.9,2.3203,1.0
2016-07-05,1168.19,1128.01,1159.3,1136.9,1136.17,1148.1,0.6,2.31955,1.0
2016-07-04,1167.58,1127.42,1158.7,1136.3,1135.57,1147.5,5.1,2.31755,1.0
2016-07-01,1172.77,1132.43,1163.8,1141.4,1140.66,1152.6,12.1,2.31505,1.0
2016-06-30,1185.08,1144.32,1176.1,1153.3,1152.56,1164.7,11.2,2.31655,1.0
2016-06-29,1196.47,1155.33,1187.4,1164.4,1163.65,1175.9,7.4,2.3103,1.0
