exchangeDate,buyCash,sellCash,sendRemit,receiveRemit,buyForeignCheck,exchangeRate,previousComparison,rateGap,usdConversionRate
2018-10-05,1148.04,1108.56,1139.3,1117.3,1116.01,1128.3,11.9,4.13063,1.0
2018-10-04,1135.93,1096.87,1127.3,1105.5,1104.22,1116.4,5.5,4.12925,1.0
2018-10-02,1130.34,1091.46,1121.7,1100.1,1098.84,1110.9,0.7,4.11513,1.0
2018-10-01,1129.62,1090.78,1121.0,1099.4,1098.14,1110.2,2.5,4.11056,1.0
2018-09-28,1132.17,1093.23,1123.6,1101.8,1100.54,1112.7,3.9,4.106,1.0
2018-09-27,1136.14,1097.06,1127.5,1105.7,1104.44,1116.6,3.3,4.09219,1.0
2018-09-21,1139.49,1100.31,1130.8,1109.0,1107.74,1119.9,3.1,4.06219,1.0
2018-09-20,1142.65,1103.35,1134.0,1112.0,1110.75,1123.0,3.3,4.03244,1.0
2018-09-19,1146.01,1106.59,1137.3,1115.3,1114.05,1126.3,0.1,4.01525,1.0
2018-09-18,1145.9,1106.5,1137.2,1115.2,1113.95,1126.2,7.0,4.01813,1.0
2018-09-17,1138.78,1099.62,1130.1,1108.3,1107.06,1119.2,2.0,4.01469,1.0
2018-09-14,1140.82,1101.58,1132.1,1110.3,1109.06,1121.2,6.1,4.00844,1.0
2018-09-13,1147.02,1107.58,1138.3,1116.3,1115.06,1127.3,0.5,3.98444,1.0
2018-09-12,1146.51,1107.09,1137.8,1115.8,1114.55,1126.8,1.3,3.99794,1.0
2018-09-11,1147.84,1108.36,1139.1,1117.1,1115.86,1128.1,5.0,3.98894,1.0
2018-09-10,1142.75,1103.45,1134.1,1112.1,1110.86,1123.1,1.9,3.981,1.0
2018-09-07,1140.82,1101.58,1132.1,1110.3,1109.06,1121.2,3.6,3.98256,1.0
2018-09-06,1137.15,1098.05,1128.5,1106.7,1105.47,1117.6,3.4,3.9705,1.0
2018-09-05,1133.69,1094.71,1125.1,1103.3,1102.08,1114.2,0.7,3.97031,1.0
2018-09-04,1132.98,1094.02,1124.4,1102.6,1101.38,1113.5,0.2,3.9595,1.0
2018-09-03,1132.78,1093.82,1124.2,1102.4,1101.18,1113.3,4.5,3.96375,1.0
2018-08-31,1128.2,1089.4,1119.6,1098.0,1096.79,1108.8,0.0,3.95375,1.0
2018-08-30,1128.2,1089.4,1119.6,1098.0,1096.8,1108.8,1.2,3.92588,1.0
2018-08-29,1129.42,1090.58,1120.8,1099.2,1097.99,1110.0,4.3,3.92488,1.0
2018-08-28,1133.8,1094.8,1125.2,1103.4,1102.19,1114.3,7.5,3.92275,1.0
2018-08-27,1141.43,1102.17,1132.7,1110.9,1109.68,1121.8,1.0,3.92275,1.0
2018-08-24,1140.41,1101.19,1131.7,1109.9,1108.69,1120.8,2.1,3.91475,1.0
2018-08-23,1138.27,1099.13,1129.6,1107.8,1106.59,1118.7,0.5,3.916,1.0
2018-08-22,1137.76,1098.64,1129.1,1107.3,1106.09,1118.2,3.5,3.91588,1.0
2018-08-21,1141.32,1102.08,1132.6,1110.8,1109.59,1121.7,3.9,3.917,1.0
2018-08-20,1145.29,1105.91,1136.6,1114.6,1113.38,1125.6,5.1,3.91938,1.0
2018-08-17,1150.48,1110.92,1141.7,1119.7,1118.47,1130.7,1.4,3.92738,1.0
2018-08-16,1151.91,1112.29,1143.1,1121.1,1119.88,1132.1,1.6,3.91,1.0
2018-08-14,1153.53,1113.87,1144.8,1122.6,1121.37,1133.7,7.4,3.91269,1.0
2018-08-13,1146.01,1106.59,1137.3,1115.3,1114.08,1126.3,8.4,3.91675,1.0
2018-08-10,1137.46,1098.34,1128.8,1107.0,1105.79,1117.9,0.9,3.91731,1.0
2018-08-09,1138.37,1099.23,1129.7,1107.9,1106.69,1118.8,6.9,3.91344,1.0
2018-08-08,1145.39,1106.01,1136.7,1114.7,1113.48,1125.7,2.2,3.92113,1.0
2018-08-07,1143.16,1103.84,1134.5,1112.5,1111.28,1123.5,4.6,3.93256,1.0
2018-08-06,1147.84,1108.36,1139.1,1117.1,1115.87,1128.1,5.5,3.92931,1.0
2018-08-03,1142.24,1102.96,1133.6,1111.6,1110.38,1122.6,3.3,3.93019,1.0
2018-08-02,1138.88,1099.72,1130.2,1108.4,1107.18,1119.3,1.4,3.93213,1.0
2018-08-01,1137.46,1098.34,1128.8,1107.0,1105.79,1117.9,1.2,3.93138,1.0
2018-07-31,1136.24,1097.16,1127.6,1105.8,1104.59,1116.7,3.3,3.9315,1.0
2018-07-30,1139.6,1100.4,1130.9,1109.1,1107.88,1120.0,0.4,3.92675,1.0
2018-07-27,1139.19,1100.01,1130.5,1108.7,1107.49,1119.6,7.9,3.92163,1.0
2018-07-26,1147.23,1107.77,1138.5,1116.5,1115.28,1127.5,7.7,3.92688,1.0
2018-07-25,1155.06,1115.34,1146.3,1124.1,1122.87,1135.2,6.7,3.92013,1.0
2018-07-24,1148.24,1108.76,1139.5,1117.5,1116.28,1128.5,6.3,3.91363,1.0
2018-07-23,1154.65,1114.95,1145.9,1123.7,1122.47,1134.8,3.6,3.919,1.0
2018-07-20,1150.99,1111.41,1142.2,1120.2,1118.97,1131.2,2.3,3.931,1.0
2018-07-19,1148.65,1109.15,1139.9,1117.9,1116.67,1128.9,3.7,3.93625,1.0
2018-07-18,1144.89,1105.51,1136.2,1114.2,1112.98,1125.2,3.5,3.93175,1.0
2018-07-17,1148.45,1108.95,1139.7,1117.7,1116.47,1128.7,5.3,3.9285,1.0
2018-07-16,1143.05,1103.75,1134.4,1112.4,1111.18,1123.4,4.4,3.92325,1.0
2018-07-13,1147.53,1108.07,1138.8,1116.8,1115.58,1127.8,7.0,3.92163,1.0
2018-07-12,1140.41,1101.19,1131.7,1109.9,1108.68,1120.8,7.0,3.92425,1.0
2018-07-11,1133.29,1094.31,1124.7,1102.9,1101.69,1113.8,1.5,3.9165,1.0
2018-07-10,1131.76,1092.84,1123.2,1101.4,1100.19,1112.3,5.5,3.9275,1.0
2018-07-09,1137.36,1098.24,1128.7,1106.9,1105.68,1117.8,0.6,3.93625,1.0
2018-07-06,1137.97,1098.83,1129.3,1107.5,1106.28,1118.4,3.1,3.94713,1.0
2018-07-05,1134.81,1095.79,1126.2,1104.4,1103.19,1115.3,5.8,3.93725,1.0
2018-07-04,1140.71,1101.49,1132.0,1110.2,1108.98,1121.1,3.7,3.93588,1.0
2018-07-03,1136.95,1097.85,1128.3,1106.5,1105.28,1117.4,0.2,3.94994,1.0
2018-07-02,1136.75,1097.65,1128.1,1106.3,1105.08,1117.2,4.5,3.94025,1.0
2018-06-29,1141.32,1102.08,1132.6,1110.8,1109.58,1121.7,3.8,3.94213,1.0
2018-06-28,1137.46,1098.34,1128.8,1107.0,1105.78,1117.9,2.7,3.9435,1.0
2018-06-27,1134.71,1095.69,1126.1,1104.3,1103.08,1115.2,0.9,3.95188,1.0
2018-06-26,1135.63,1096.57,1127.0,1105.2,1103.98,1116.1,7.2,3.95288,1.0
2018-06-25,1128.3,1089.5,1119.7,1098.1,1096.89,1108.9,0.1,3.94775,1.0
2018-06-22,1128.4,1089.6,1119.8,1098.2,1096.99,1109.0,1.0,3.94113,1.0
2018-06-21,1127.39,1088.61,1118.8,1097.2,1095.99,1108.0,2.5,3.93363,1.0
2018-06-20,1124.84,1086.16,1116.3,1094.7,1093.5,1105.5,1.1,3.93788,1.0
2018-06-19,1123.72,1085.08,1115.2,1093.6,1092.4,1104.4,13.0,3.93375,1.0
2018-06-18,1110.49,1072.31,1102.0,1080.8,1079.61,1091.4,8.9,3.93494,1.0
2018-06-15,1101.44,1063.56,1093.1,1071.9,1070.72,1082.5,7.4,3.93506,1.0
2018-06-14,1093.91,1056.29,1085.6,1064.6,1063.43,1075.1,1.6,3.92325,1.0
2018-06-12,1092.28,1054.72,1084.0,1063.0,1061.84,1073.5,0.3,3.89738,1.0
2018-06-11,1091.98,1054.42,1083.7,1062.7,1061.54,1073.2,5.3,3.89617,1.0
2018-06-08,1086.58,1049.22,1078.3,1057.5,1056.35,1067.9,1.7,3.89638,1.0
2018-06-07,1088.31,1050.89,1080.0,1059.2,1058.05,1069.6,1.3,3.87961,1.0
2018-06-05,1089.64,1052.16,1081.3,1060.5,1059.36,1070.9,5.1,3.86297,1.0
2018-06-04,1094.83,1057.17,1086.5,1065.5,1064.35,1076.0,0.4,3.85468,1.0
2018-06-01,1095.23,1057.57,1086.9,1065.9,1064.75,1076.4,4.9,3.8507,1.0
2018-05-31,1100.22,1062.38,1091.8,1070.8,1069.65,1081.3,5.2,3.83246,1.0
2018-05-30,1094.93,1057.27,1086.6,1065.6,1064.46,1076.1,2.9,3.83031,1.0
2018-05-29,1091.98,1054.42,1083.7,1062.7,1061.56,1073.2,5.5,3.82563,1.0
2018-05-28,1097.57,1059.83,1089.2,1068.2,1067.06,1078.7,1.0,3.82563,1.0
2018-05-25,1098.59,1060.81,1090.2,1069.2,1068.06,1079.7,0.9,3.81827,1.0
2018-05-24,1097.67,1059.93,1089.3,1068.3,1067.16,1078.8,5.0,3.80969,1.0
2018-05-23,1102.76,1064.84,1094.4,1073.2,1072.06,1083.8,3.8,3.81538,1.0
2018-05-21,1098.9,1061.1,1090.5,1069.5,1068.36,1080.0,0.7,3.80275,1.0
2018-05-18,1098.18,1060.42,1089.8,1068.8,1067.67,1079.3,0.6,3.79775,1.0
2018-05-17,1097.57,1059.83,1089.2,1068.2,1067.07,1078.7,6.1,3.785,1.0
2018-05-16,1091.37,1053.83,1083.1,1062.1,1060.98,1072.6,6.0,3.78875,1.0
2018-05-15,1085.26,1047.94,1077.0,1056.2,1055.08,1066.6,2.0,3.78375,1.0
2018-05-14,1087.3,1049.9,1079.0,1058.2,1057.09,1068.6,6.7,3.76871,1.0
2018-05-11,1094.11,1056.49,1085.8,1064.8,1063.68,1075.3,6.0,3.76839,1.0
2018-05-10,1100.22,1062.38,1091.8,1070.8,1069.67,1081.3,3.1,3.77851,1.0
2018-05-09,1097.06,1059.34,1088.7,1067.7,1066.57,1078.2,1.5,3.77851,1.0
2018-05-08,1095.54,1057.86,1087.2,1066.2,1065.08,1076.7,0.2,3.7777,1.0
2018-05-04,1095.33,1057.67,1087.0,1066.0,1064.88,1076.5,1.6,3.7727,1.0
2018-05-03,1093.71,1056.09,1085.4,1064.4,1063.28,1074.9,7.4,3.76713,1.0
2018-05-02,1086.18,1048.82,1077.9,1057.1,1055.99,1067.5,8.7,3.75875,1.0
2018-04-30,1095.03,1057.37,1086.7,1065.7,1064.58,1076.2,3.5,3.75701,1.0
2018-04-27,1098.59,1060.81,1090.2,1069.2,1068.08,1079.7,1.0,3.75076,1.0
2018-04-26,1097.57,1059.83,1089.2,1068.2,1067.08,1078.7,1.8,3.74988,1.0
2018-04-25,1095.74,1058.06,1087.4,1066.4,1065.28,1076.9,8.0,3.74826,1.0
2018-04-24,1087.6,1050.2,1079.3,1058.5,1057.39,1068.9,1.6,3.74711,1.0
2018-04-23,1085.97,1048.63,1077.7,1056.9,1055.79,1067.3,3.8,3.74695,1.0
2018-04-20,1082.11,1044.89,1073.9,1053.1,1052.0,1063.5,3.0,3.74826,1.0
2018-04-19,1085.16,1047.84,1076.9,1056.1,1055.0,1066.5,1.9,3.74707,1.0
2018-04-18,1087.09,1049.71,1078.8,1058.0,1056.89,1068.4,4.7,3.74563,1.0
2018-04-17,1091.87,1054.33,1083.6,1062.6,1061.49,1073.1,3.1,3.74426,1.0
2018-04-16,1088.72,1051.28,1080.4,1059.6,1058.49,1070.0,1.3,3.7455,1.0
2018-04-13,1087.4,1050.0,1079.1,1058.3,1057.19,1068.7,2.3,3.74688,1.0
2018-04-12,1085.06,1047.74,1076.8,1056.0,1054.9,1066.4,1.3,3.74563,1.0
2018-04-11,1086.38,1049.02,1078.1,1057.3,1056.2,1067.7,0.2,3.74438,1.0
2018-04-10,1086.18,1048.82,1077.9,1057.1,1055.99,1067.5,1.5,3.74713,1.0
2018-04-09,1084.65,1047.35,1076.4,1055.6,1054.5,1066.0,6.5,3.74713,1.0
2018-04-06,1078.04,1040.96,1069.8,1049.2,1048.1,1059.5,1.9,3.74519,1.0
2018-04-05,1076.1,1039.1,1067.9,1047.3,1046.21,1057.6,0.2,3.74063,1.0
2018-04-04,1076.31,1039.29,1068.1,1047.5,1046.41,1057.8,0.3,3.7275,1.0
2018-04-03,1076.61,1039.59,1068.4,1047.8,1046.71,1058.1,6.3,3.73313,1.0
2018-04-02,1083.02,1045.78,1074.8,1054.0,1052.9,1064.4,2.1,3.73313,1.0
2018-03-30,1085.16,1047.84,1076.9,1056.1,1055.0,1066.5,2.9,3.73313,1.0
2018-03-29,1088.11,1050.69,1079.8,1059.0,1057.9,1069.4,2.8,3.73688,1.0
2018-03-28,1090.96,1053.44,1082.7,1061.7,1060.6,1072.2,9.0,3.72688,1.0
2018-03-27,1100.12,1062.28,1091.7,1070.7,1069.59,1081.2,0.4,3.72688,1.0
2018-03-26,1099.71,1061.89,1091.3,1070.3,1069.19,1080.8,11.6,3.725,1.0
2018-03-23,1087.91,1050.49,1079.6,1058.8,1057.7,1069.2,2.2,3.7215,1.0
2018-03-22,1090.14,1052.66,1081.8,1061.0,1059.9,1071.4,0.4,3.70382,1.0
2018-03-21,1089.74,1052.26,1081.4,1060.6,1059.5,1071.0,0.2,3.70382,1.0
2018-03-20,1089.94,1052.46,1081.6,1060.8,1059.71,1071.2,1.6,3.69067,1.0
2018-03-19,1088.31,1050.89,1080.0,1059.2,1058.11,1069.6,3.8,3.67207,1.0
2018-03-16,1084.45,1047.15,1076.2,1055.4,1054.32,1065.8,0.0,3.6582,1.0
2018-03-15,1084.45,1047.15,1076.2,1055.4,1054.33,1065.8,0.0,3.63638,1.0
2018-03-14,1084.45,1047.15,1076.2,1055.4,1054.33,1065.8,1.5,3.6266,1.0
2018-03-13,1082.92,1045.68,1074.7,1053.9,1052.84,1064.3,4.9,3.61495,1.0
2018-03-12,1087.91,1050.49,1079.6,1058.8,1057.74,1069.2,0.8,3.60032,1.0
2018-03-09,1087.09,1049.71,1078.8,1058.0,1056.94,1068.4,0.3,3.58957,1.0
2018-03-08,1087.4,1050.0,1079.1,1058.3,1057.25,1068.7,6.7,3.56794,1.0
2018-03-07,1094.21,1056.59,1085.9,1064.9,1063.84,1075.4,5.1,3.56131,1.0
2018-03-06,1099.4,1061.6,1091.0,1070.0,1068.94,1080.5,0.8,3.5517,1.0
2018-03-05,1100.22,1062.38,1091.8,1070.8,1069.74,1081.3,0.6,3.5405,1.0
2018-03-02,1100.83,1062.97,1092.5,1071.3,1070.24,1081.9,10.9,3.5362,1.0
2018-02-28,1089.74,1052.26,1081.4,1060.6,1059.56,1071.0,2.7,3.51418,1.0
2018-02-27,1092.48,1054.92,1084.2,1063.2,1062.16,1073.7,4.8,3.498,1.0
2018-02-26,1097.37,1059.63,1089.0,1068.0,1066.96,1078.5,4.4,3.4812,1.0
2018-02-23,1101.85,1063.95,1093.5,1072.3,1071.26,1082.9,7.6,3.4707,1.0
2018-02-22,1094.11,1056.49,1085.8,1064.8,1063.77,1075.3,5.0,3.45251,1.0
2018-02-21,1089.03,1051.57,1080.7,1059.9,1058.88,1070.3,2.3,3.44563,1.0
2018-02-20,1086.69,1049.31,1078.4,1057.6,1056.58,1068.0,11.9,3.44563,1.0
2018-02-19,1098.79,1061.01,1090.4,1069.4,1068.37,1079.9,2.9,3.44375,1.0
2018-02-14,1101.74,1063.86,1093.4,1072.2,1071.17,1082.8,0.6,3.4375,1.0
2018-02-13,1102.35,1064.45,1094.0,1072.8,1071.77,1083.4,9.3,3.4375,1.0
2018-02-12,1111.82,1073.58,1103.4,1082.0,1080.96,1092.7,4.9,3.4332,1.0
2018-02-09,1106.83,1068.77,1098.4,1077.2,1076.17,1087.8,4.5,3.43077,1.0
2018-02-08,1102.25,1064.35,1093.9,1072.7,1071.67,1083.3,11.0,3.42932,1.0
2018-02-07,1113.45,1075.15,1105.0,1083.6,1082.56,1094.3,4.5,3.42926,1.0
2018-02-06,1108.87,1070.73,1100.4,1079.2,1078.17,1089.8,13.1,3.43007,1.0
2018-02-05,1095.54,1057.86,1087.2,1066.2,1065.18,1076.7,5.6,3.42957,1.0
2018-02-02,1089.84,1052.36,1081.5,1060.7,1059.68,1071.1,0.1,3.42946,1.0
2018-02-01,1089.74,1052.26,1081.4,1060.6,1059.58,1071.0,0.5,3.4297,1.0
2018-01-31,1090.25,1052.75,1082.0,1061.0,1059.99,1071.5,6.7,3.4247,1.0
2018-01-30,1083.43,1046.17,1075.2,1054.4,1053.39,1064.8,0.0,3.42345,1.0
2018-01-29,1083.43,1046.17,1075.2,1054.4,1053.39,1064.8,3.1,3.41777,1.0
2018-01-26,1080.27,1043.13,1072.1,1051.3,1050.3,1061.7,8.9,3.41693,1.0
2018-01-25,1089.33,1051.87,1081.0,1060.2,1059.19,1070.6,0.9,3.41137,1.0
2018-01-24,1088.41,1050.99,1080.1,1059.3,1058.29,1069.7,0.8,3.41135,1.0
2018-01-23,1087.6,1050.2,1079.3,1058.5,1057.49,1068.9,1.6,3.41014,1.0
2018-01-22,1085.97,1048.63,1077.7,1056.9,1055.89,1067.3,2.1,3.41128,1.0
2018-01-19,1088.11,1050.69,1079.8,1059.0,1057.99,1069.4,3.6,3.41118,1.0
2018-01-18,1084.45,1047.15,1076.2,1055.4,1054.4,1065.8,1.8,3.4075,1.0
2018-01-17,1082.62,1045.38,1074.4,1053.6,1052.6,1064.0,2.7,3.40613,1.0
2018-01-16,1079.87,1042.73,1071.7,1050.9,1049.9,1061.3,3.4,3.40614,1.0
2018-01-15,1083.33,1046.07,1075.1,1054.3,1053.3,1064.7,6.5,3.40947,1.0
2018-01-12,1089.94,1052.46,1081.6,1060.8,1059.79,1071.2,0.5,3.40945,1.0
2018-01-11,1089.43,1051.97,1081.1,1060.3,1059.29,1070.7,3.6,3.40375,1.0
2018-01-10,1085.77,1048.43,1077.5,1056.7,1055.7,1067.1,1.9,3.40375,1.0
2018-01-09,1083.84,1046.56,1075.6,1054.8,1053.8,1065.2,3.1,3.40375,1.0
2018-01-08,1080.68,1043.52,1072.5,1051.7,1050.7,1062.1,3.4,3.4025,1.0
2018-01-05,1084.14,1046.86,1075.9,1055.1,1054.1,1065.5,0.1,3.405,1.0
2018-01-04,1084.04,1046.76,1075.8,1055.0,1054.0,1065.4,1.1,3.40688,1.0
2018-01-03,1082.92,1045.68,1074.7,1053.9,1052.9,1064.3,7.1,3.41175,1.0
2018-01-02,1090.14,1052.66,1081.8,1061.0,1059.99,1071.4,0.0,3.41425,1.0
2017-12-29,1090.14,1052.66,1081.8,1061.0,1059.99,1071.4,3.8,3.41775,1.0
2017-12-28,1094.01,1056.39,1085.7,1064.7,1063.68,1075.2,1.9,3.419,1.0
2017-12-27,1095.94,1058.26,1087.6,1066.6,1065.58,1077.1,2.1,3.41375,1.0
2017-12-26,1098.08,1060.32,1089.7,1068.7,1067.68,1079.2,1.4,3.41375,1.0
2017-12-22,1099.51,1061.69,1091.1,1070.1,1069.08,1080.6,2.3,3.40213,1.0
2017-12-21,1101.85,1063.95,1093.5,1072.3,1071.29,1082.9,3.9,3.38488,1.0
2017-12-20,1105.81,1067.79,1097.4,1076.2,1075.19,1086.8,2.3,3.36113,1.0
2017-12-19,1108.15,1070.05,1099.7,1078.5,1077.49,1089.1,0.2,3.35113,1.0
2017-12-18,1108.36,1070.24,1099.9,1078.7,1077.69,1089.3,2.6,3.345,1.0
2017-12-15,1105.71,1067.69,1097.3,1076.1,1075.1,1086.7,5.2,3.34078,1.0
2017-12-14,1111.0,1072.8,1102.6,1081.2,1080.2,1091.9,1.8,3.32703,1.0
2017-12-13,1109.17,1071.03,1100.7,1079.5,1078.5,1090.1,2.3,3.32195,1.0
2017-12-12,1111.51,1073.29,1103.1,1081.7,1080.7,1092.4,1.0,3.30951,1.0
2017-12-11,1112.53,1074.27,1104.1,1082.7,1081.7,1093.4,0.7,3.29438,1.0
2017-12-08,1111.82,1073.58,1103.4,1082.0,1081.01,1092.7,0.8,3.28185,1.0
2017-12-07,1111.0,1072.8,1102.6,1081.2,1080.22,1091.9,7.6,3.25688,1.0
2017-12-06,1103.27,1065.33,1094.9,1073.7,1072.73,1084.3,4.0,3.25319,1.0
2017-12-05,1107.34,1069.26,1098.9,1077.7,1076.73,1088.3,1.2,3.24181,1.0
2017-12-04,1106.12,1068.08,1097.7,1076.5,1075.53,1087.1,2.0,3.22938,1.0
2017-12-01,1104.08,1066.12,1095.7,1074.5,1073.53,1085.1,2.7,3.22188,1.0
2017-11-30,1101.34,1063.46,1093.0,1071.8,1070.84,1082.4,5.9,3.21069,1.0
2017-11-29,1107.34,1069.26,1098.9,1077.7,1076.74,1088.3,0.7,3.19978,1.0
2017-11-28,1106.63,1068.57,1098.2,1077.0,1076.04,1087.6,2.6,3.19676,1.0
2017-11-27,1103.98,1066.02,1095.6,1074.4,1073.44,1085.0,3.2,3.18756,1.0
2017-11-24,1107.24,1069.16,1098.8,1077.6,1076.64,1088.2,3.1,3.17862,1.0
2017-11-23,1110.39,1072.21,1101.9,1080.7,1079.74,1091.3,6.0,3.1775,1.0
2017-11-22,1116.5,1078.1,1108.0,1086.6,1085.64,1097.3,1.6,3.16287,1.0
2017-11-21,1118.13,1079.67,1109.6,1088.2,1087.25,1098.9,2.8,3.14418,1.0
2017-11-20,1115.28,1076.92,1106.8,1085.4,1084.45,1096.1,8.0,3.13719,1.0
2017-11-17,1123.42,1084.78,1114.9,1093.3,1092.34,1104.1,10.3,3.13267,1.0
2017-11-16,1133.9,1094.9,1125.3,1103.5,1102.54,1114.4,4.1,3.116,1.0
2017-11-15,1138.07,1098.93,1129.4,1107.6,1106.64,1118.5,2.2,3.1135,1.0
2017-11-14,1140.31,1101.09,1131.6,1109.8,1108.84,1120.7,3.5,3.10028,1.0
2017-11-13,1136.75,1097.65,1128.1,1106.3,1105.34,1117.2,2.9,3.09606,1.0
2017-11-10,1133.8,1094.8,1125.2,1103.4,1102.45,1114.3,0.0,3.09494,1.0
2017-11-09,1133.8,1094.8,1125.2,1103.4,1102.45,1114.3,2.7,3.09606,1.0
2017-11-08,1131.05,1092.15,1122.4,1100.8,1099.85,1111.6,5.1,3.09389,1.0
2017-11-07,1136.24,1097.16,1127.6,1105.8,1104.85,1116.7,4.0,3.09424,1.0
2017-11-06,1132.17,1093.23,1123.6,1101.8,1100.85,1112.7,0.6,3.09322,1.0
2017-11-03,1132.78,1093.82,1124.2,1102.4,1101.45,1113.3,3.5,3.09212,1.0
2017-11-02,1136.34,1097.26,1127.7,1105.9,1104.95,1116.8,4.4,3.09333,1.0
2017-11-01,1140.82,1101.58,1132.1,1110.3,1109.34,1121.2,3.8,3.09333,1.0
2017-10-31,1144.68,1105.32,1136.0,1114.0,1113.04,1125.0,5.0,3.09214,1.0
2017-10-30,1149.77,1110.23,1141.0,1119.0,1118.03,1130.0,5.3,3.09233,1.0
2017-10-27,1144.38,1105.02,1135.7,1113.7,1112.74,1124.7,3.6,3.09166,1.0
2017-10-26,1148.04,1108.56,1139.3,1117.3,1116.34,1128.3,0.0,3.08999,1.0
2017-10-25,1148.04,1108.56,1139.3,1117.3,1116.34,1128.3,3.6,3.08955,1.0
2017-10-24,1151.7,1112.1,1142.9,1120.9,1119.93,1131.9,0.0,3.08788,1.0
2017-10-23,1151.7,1112.1,1142.9,1120.9,1119.93,1131.9,0.4,3.08788,1.0
2017-10-20,1152.11,1112.49,1143.3,1121.3,1120.33,1132.3,1.9,3.08888,1.0
2017-10-19,1150.18,1110.62,1141.4,1119.4,1118.44,1130.4,1.0,3.08888,1.0
2017-10-18,1151.19,1111.61,1142.4,1120.4,1119.43,1131.4,4.1,3.08777,1.0
2017-10-17,1147.02,1107.58,1138.3,1116.3,1115.34,1127.3,3.5,3.08666,1.0
2017-10-16,1150.58,1111.02,1141.8,1119.8,1118.84,1130.8,2.9,3.08667,1.0
2017-10-13,1153.53,1113.87,1144.8,1122.6,1121.63,1133.7,1.5,3.08889,1.0
2017-10-12,1155.06,1115.34,1146.3,1124.1,1123.13,1135.2,3.0,3.08889,1.0
2017-10-11,1158.11,1118.29,1149.3,1127.1,1126.13,1138.2,7.5,3.08778,1.0
2017-10-10,1165.74,1125.66,1156.9,1134.5,1133.52,1145.7,1.0,3.08722,1.0
2017-09-29,1166.76,1126.64,1157.9,1135.5,1134.52,1146.7,7.3,3.085,1.0
2017-09-28,1159.33,1119.47,1150.5,1128.3,1127.33,1139.4,3.1,3.085,1.0
2017-09-27,1156.18,1116.42,1147.4,1125.2,1124.23,1136.3,5.6,3.08444,1.0
2017-09-26,1150.48,1110.92,1141.7,1119.7,1118.74,1130.7,5.6,3.08667,1.0
2017-09-25,1156.18,1116.42,1147.4,1125.2,1124.23,1136.3,3.5,3.08833,1.0
2017-09-22,1152.62,1112.98,1143.9,1121.7,1120.73,1132.8,3.7,3.08722,1.0
2017-09-21,1148.85,1109.35,1140.1,1118.1,1117.14,1129.1,0.9,3.08556,1.0
2017-09-20,1149.77,1110.23,1141.0,1119.0,1118.04,1130.0,2.1,3.08722,1.0
2017-09-19,1147.63,1108.17,1138.9,1116.9,1115.94,1127.9,5.6,3.08611,1.0
2017-09-18,1153.33,1113.67,1144.6,1122.4,1121.43,1133.5,1.0,3.08722,1.0
2017-09-15,1152.31,1112.69,1143.5,1121.5,1120.54,1132.5,5.0,3.08444,1.0
2017-09-14,1147.23,1107.77,1138.5,1116.5,1115.54,1127.5,2.3,3.08444,1.0
2017-09-13,1149.57,1110.03,1140.8,1118.8,1117.84,1129.8,0.3,3.08667,1.0
2017-09-12,1149.26,1109.74,1140.5,1118.5,1117.54,1129.5,2.7,3.08611,1.0
2017-09-11,1146.51,1107.09,1137.8,1115.8,1114.84,1126.8,2.8,3.08611,1.0
2017-09-08,1149.36,1109.84,1140.6,1118.6,1117.64,1129.6,4.1,3.085,1.0
2017-09-07,1153.53,1113.87,1144.8,1122.6,1121.64,1133.7,2.4,3.08222,1.0
2017-09-06,1151.09,1111.51,1142.3,1120.3,1119.34,1131.3,0.2,3.08111,1.0
2017-09-05,1151.3,1111.7,1142.5,1120.5,1119.54,1131.5,8.8,3.08167,1.0
2017-09-04,1142.34,1103.06,1133.7,1111.7,1110.74,1122.7,3.1,3.08056,1.0
2017-09-01,1145.5,1106.1,1136.8,1114.8,1113.84,1125.8,3.0,3.08167,1.0
2017-08-31,1142.44,1103.16,1133.8,1111.8,1110.84,1122.8,3.4,3.08722,1.0
2017-08-30,1145.9,1106.5,1137.2,1115.2,1114.24,1126.2,5.8,3.08889,1.0
2017-08-29,1140.0,1100.8,1131.3,1109.5,1108.55,1120.4,8.8,3.08556,1.0
2017-08-28,1148.96,1109.44,1140.2,1118.2,1117.24,1129.2,1.9,3.08556,1.0
2017-08-25,1147.02,1107.58,1138.3,1116.3,1115.34,1127.3,3.6,3.08389,1.0
2017-08-24,1150.69,1111.11,1141.9,1119.9,1118.94,1130.9,4.7,3.08444,1.0
2017-08-23,1155.47,1115.73,1146.7,1124.5,1123.53,1135.6,2.7,3.08611,1.0
2017-08-22,1158.22,1118.38,1149.4,1127.2,1126.23,1138.3,3.7,3.08556,1.0
2017-08-21,1161.98,1122.02,1153.1,1130.9,1129.93,1142.0,6.1,3.085,1.0
2017-08-18,1155.77,1116.03,1147.0,1124.8,1123.83,1135.9,3.7,3.08056,1.0
2017-08-17,1159.54,1119.66,1150.7,1128.5,1127.53,1139.6,1.4,3.07833,1.0
2017-08-16,1158.11,1118.29,1149.3,1127.1,1126.13,1138.2,8.1,3.07833,1.0
2017-08-14,1166.36,1126.24,1157.5,1135.1,1134.13,1146.3,5.2,3.07667,1.0
2017-08-11,1161.06,1121.14,1152.2,1130.0,1129.03,1141.1,6.4,3.07889,1.0
